Temperature density viscosity   Re
1.0930654728    0.65    0.9671824314    0.6720552183
1.0515605351    0.65    0.9723689314    0.6684705558
1.1925010065    0.65    0.9826396514    0.6614835856
2.0384378911    0.65    1.1090179872    0.5861041097
2.184683106 0.65    1.0920040748    0.5952358741
0.1672747094    0.75    1.4863919752    0.5045775358
0.2977879964    0.75    1.3793931109    0.543717374
0.2186168101    0.75    1.5212000347    0.4930318057
0.3567150556    0.75    1.4088657252    0.5323431372
0.2682807645    0.75    1.5308198968    0.4899335327
0.4116103668    0.75    1.4335882479    0.5231627708
0.3168407539    0.75    1.5266617874    0.4912679457
0.4637173017    0.75    1.4427615719    0.5198364128
0.366016532 0.75    1.5221832579    0.4927133419
0.5161310414    0.75    1.4481843838    0.5178898546
0.4151619976    0.75    1.5235073043    0.4922851357
0.5677910396    0.75    1.4565059618    0.514930951
0.4653101438    0.75    1.5241596525    0.4920744351
0.617192934 0.75    1.4612022961    0.5132759523
0.5140769979    0.75    1.5121161343    0.4959936496
0.6672529539    0.75    1.4589372199    0.51407284
0.5612211142    0.75    1.5034284231    0.4988597983
0.7185275756    0.75    1.4787892325    0.5071716669
0.6122288914    0.75    1.5314860499    0.4897204255
0.7679023962    0.75    1.4850401514    0.5050368499
0.661830007 0.75    1.5233710554    0.4923291652
0.8202191877    0.75    1.4919408495    0.5027008948
0.7600225114    0.75    1.5101705486    0.496632649
0.9151900214    0.75    1.4942497138    0.5019241383
0.8563572343    0.75    1.5133549134    0.4955876466
1.0131838445    0.75    1.4957372518    0.5014249656
0.9565268623    0.75    1.5003278444    0.4998907424
1.1134113117    0.75    1.508780217 0.4970902929
1.0535597325    0.75    1.5268626376    0.4912033221
1.2105524801    0.75    1.5020118056    0.4993302964
2.0419478029    0.75    1.5643488668    0.4794326994
2.1907774244    0.75    1.5660005841    0.4789270244
0.2021069799    0.85    8.2784525402    0.1026761941
0.3597664718    0.85    3.7243935091    0.2282250782
0.2548555653    0.85    6.3589744851    0.1336693522
0.4190881864    0.85    3.327168712 0.2554724673
0.3050885374    0.85    5.2798789729    0.1609885386
0.4741736688    0.85    3.0966934146    0.2744863266
0.3534570242    0.85    4.527834232 0.1877277207
0.5251444372    0.85    2.9526911498    0.2878729799
0.4002404322    0.85    4.0424961718    0.2102661237
0.5751366172    0.85    2.8668268192    0.2964950636
0.4476007461    0.85    3.7358771683    0.2275235404
0.6251720593    0.85    2.8054129946    0.3029856929
0.4947015573    0.85    3.5263770599    0.241040588
0.6745200059    0.85    2.7605397087    0.3079108036
0.5414701556    0.85    3.3481229131    0.2538735949
0.7225916613    0.85    2.7148310742    0.313094987
0.587942678 0.85    3.2185057798    0.2640977081
0.7723860489    0.85    2.6932765654    0.3156007114
0.6361526383    0.85    3.1232825261    0.2721495711
0.8183132982    0.85    2.6508822706    0.3206479629
0.6833942723    0.85    3.0332096934    0.2802312026
0.8669188589    0.85    2.6269021153    0.3235750564
0.7792016072    0.85    2.9015613564    0.2929457267
0.963797159 0.85    2.5936047431    0.3277291971
0.873358915 0.85    2.7933676157    0.3042922082
1.0598095057    0.85    2.568393224 0.3309462087
0.9716540587    0.85    2.7320160701    0.3111255491
1.1537255708    0.85    2.5251089115    0.3366191439
1.0689544829    0.85    2.6848003562    0.3165970974
1.2524451006    0.85    2.5198020613    0.3373280835
2.0494522026    0.85    2.4272536795    0.350190014
2.2180778332    0.85    2.3951571465    0.3548827689
0.2455627154    0.95    305196.342727   3.11275027581107E-006
0.4496949336    0.95    90.6914589127   0.0104750768
0.3055324038    0.95    17992.0546919   5.28010844935731E-005
0.5145958306    0.95    43.0566549397   0.0220639527
0.3610418241    0.95    3301.95771625   0.0002877081
0.5735590312    0.95    25.0312574609   0.037952548
0.4151377305    0.95    637.155976641   0.0014910007
0.628138833 0.95    17.3198968102   0.0548502113
0.4653084902    0.95    556.387508374   0.0017074431
0.6814035909    0.95    12.7132250845   0.0747253347
0.5150513342    0.95    173.046227719   0.0054898625
0.7310160634    0.95    10.2707249386   0.0924959052
0.5622805837    0.95    117.504958322   0.0080847652
0.7798222494    0.95    8.4945201245    0.1118368061
0.6098618274    0.95    68.580727138    0.0138522882
0.8265264104    0.95    7.3815906846    0.1286985476
0.6551245959    0.95    39.1913052399   0.0242400704
0.8734704558    0.95    6.608170132 0.1437614318
0.6993074332    0.95    26.0997629052   0.0363987981
0.9189028525    0.95    6.0489894629    0.1570510258
0.7433022045    0.95    17.8317763464   0.0532756794
0.9624654351    0.95    5.6446215814    0.1683018049
0.8322766868    0.95    10.7830093062   0.0881015654
1.0533365555    0.95    5.0867131603    0.1867610715
0.9201289267    0.95    7.8357451276    0.1212392676
1.1436055618    0.95    4.7427014966    0.2003077783
1.0110181893    0.95    6.3578887446    0.1494206706
1.2346875248    0.95    4.4857514627    0.2117816843
1.1033014539    0.95    5.5442692353    0.1713481001
1.3249424818    0.95    4.3137157879    0.2202277681
2.0633117235    0.95    3.7667811045    0.252204727
2.2626359311    0.95    3.5963735765    0.2641549827
