448,11.97,6.8399,6.8399,4.08,4.2771,0.4745,0.12632,19000
700,11.97,8.5499,8.5499,4.1076,4.281,0.38296,0.096901,21000
1008,11.97,10.26,10.26,4.1376,4.2881,0.34441,0.088206,23000
1372,11.97,11.97,11.97,4.1484,4.2878,0.32084,0.071965,25000
1792,11.97,13.68,13.68,4.1538,4.2858,0.29428,0.063007,27000
2268,11.97,15.39,15.39,4.166,4.2854,0.27162,0.057779,29000
2800,11.97,17.1,17.1,4.1732,4.2829,0.25864,0.050824,31000
3388,11.97,18.81,18.81,4.1798,4.2859,0.23673,0.047562,33000
4032,11.97,20.52,20.52,4.1906,4.2868,0.22638,0.043512,35000
4732,11.97,22.23,22.23,4.1941,4.2885,0.21601,0.040165,37000
5488,11.97,23.94,23.94,4.1933,4.289,0.20434,0.034995,39000
6300,11.97,25.65,25.65,4.188,4.2882,0.19681,0.03438,41000
7168,11.97,27.36,27.36,4.1963,4.2893,0.1865,0.031703,43000
8092,11.97,29.07,29.07,4.2029,4.2889,0.17722,0.030271,45000
9072,11.97,30.78,30.78,4.2025,4.2889,0.18114,0.027496,47000
10108,11.97,32.49,32.49,4.2078,4.2887,0.1715,0.026967,49000
11200,11.97,34.2,34.2,4.2102,4.2888,0.16666,0.0251,51000
288,13.68,5.1299,5.1299,4.0276,4.2785,0.54328,0.15184,17000
512,13.68,6.8399,6.8399,4.0658,4.2594,0.4494,0.11986,19000
800,13.68,8.5499,8.5499,4.1252,4.2823,0.3708,0.097105,21000
1152,13.68,10.26,10.26,4.1292,4.2892,0.33819,0.078764,23000
1568,13.68,11.97,11.97,4.1542,4.2893,0.30446,0.068665,25000
2048,13.68,13.68,13.68,4.1532,4.2847,0.26764,0.062006,27000
2592,13.68,15.39,15.39,4.1767,4.2868,0.25702,0.053478,29000
3200,13.68,17.1,17.1,4.1803,4.2856,0.23937,0.046018,31000
3872,13.68,18.81,18.81,4.1892,4.2878,0.23112,0.041374,33000
4608,13.68,20.52,20.52,4.1985,4.2894,0.21852,0.04077,35000
5408,13.68,22.23,22.23,4.2039,4.2887,0.21138,0.03663,37000
6272,13.68,23.94,23.94,4.2049,4.2876,0.19655,0.034205,39000
7200,13.68,25.65,25.65,4.2053,4.289,0.19193,0.032222,41000
8192,13.68,27.36,27.36,4.2124,4.2886,0.18395,0.029884,43000
9248,13.68,29.07,29.07,4.2137,4.2899,0.1716,0.027324,45000
10368,13.68,30.78,30.78,4.2126,4.2876,0.17028,0.026785,47000
11552,13.68,32.49,32.49,4.2169,4.2884,0.16343,0.024721,49000
12800,13.68,34.2,34.2,4.2154,4.2872,0.15627,0.023569,51000
324,15.39,5.1299,5.1299,4.0232,4.2613,0.53982,0.14577,17000
576,15.39,6.8399,6.8399,4.0764,4.2769,0.42925,0.11636,19000
900,15.39,8.5499,8.5499,4.1145,4.2837,0.37685,0.091216,21000
1296,15.39,10.26,10.26,4.1517,4.2913,0.31648,0.072974,23000
1764,15.39,11.97,11.97,4.1497,4.2848,0.30325,0.066809,25000
2304,15.39,13.68,13.68,4.1681,4.2841,0.26036,0.056506,27000
2916,15.39,15.39,15.39,4.1807,4.2892,0.24129,0.051002,29000
3600,15.39,17.1,17.1,4.1922,4.2872,0.2309,0.045433,31000
4356,15.39,18.81,18.81,4.1972,4.2887,0.214,0.040918,33000
5184,15.39,20.52,20.52,4.2022,4.288,0.20556,0.037957,35000
6084,15.39,22.23,22.23,4.2101,4.2891,0.20152,0.034383,37000
7056,15.39,23.94,23.94,4.2082,4.2905,0.19153,0.031908,39000
8100,15.39,25.65,25.65,4.2112,4.2882,0.18215,0.030546,41000
9216,15.39,27.36,27.36,4.2157,4.2887,0.17319,0.0285,43000
10404,15.39,29.07,29.07,4.2132,4.288,0.16999,0.026679,45000
11664,15.39,30.78,30.78,4.2186,4.2895,0.16086,0.024754,47000
12996,15.39,32.49,32.49,4.2183,4.2889,0.15869,0.023632,49000
14400,15.39,34.2,34.2,4.2191,4.2897,0.14868,0.022111,51000
360,17.1,5.1299,5.1299,4.0122,4.2661,0.51575,0.13529,17000
640,17.1,6.8399,6.8399,4.0811,4.277,0.40849,0.10668,19000
1000,17.1,8.5499,8.5499,4.1302,4.2863,0.35779,0.083678,21000
1440,17.1,10.26,10.26,4.1416,4.2877,0.31691,0.071141,23000
1960,17.1,11.97,11.97,4.1611,4.2834,0.28148,0.06234,25000
2560,17.1,13.68,13.68,4.175,4.2875,0.25326,0.05214,27000
3240,17.1,15.39,15.39,4.1853,4.2875,0.23983,0.046298,29000
4000,17.1,17.1,17.1,4.1941,4.2889,0.2277,0.042885,31000
4840,17.1,18.81,18.81,4.201,4.2883,0.20763,0.039061,33000
5760,17.1,20.52,20.52,4.2049,4.2889,0.20246,0.036018,35000
6760,17.1,22.23,22.23,4.209,4.2913,0.18934,0.032665,37000
7840,17.1,23.94,23.94,4.2152,4.2896,0.18045,0.030409,39000
9000,17.1,25.65,25.65,4.212,4.2875,0.17565,0.02931,41000
10240,17.1,27.36,27.36,4.2188,4.2882,0.165,0.026635,43000
11560,17.1,29.07,29.07,4.2223,4.2888,0.16607,0.025084,45000
12960,17.1,30.78,30.78,4.2166,4.2886,0.15676,0.023306,47000
14440,17.1,32.49,32.49,4.221,4.2891,0.14675,0.022456,49000
16000,17.1,34.2,34.2,4.225,4.2888,0.14716,0.020612,51000
2012,2,12,17,47,37.147
500,9.4104,9.4104,9.4104,-0.42126,-0.48116,0.3182,0.11066,21000
720,9.4104,11.292,11.292,-0.42753,-0.47618,0.28954,0.095239,23000
980,9.4104,13.175,13.175,-0.43465,-0.48311,0.25785,0.08384,25000
1280,9.4104,15.057,15.057,-0.43803,-0.47904,0.25105,0.071758,27000
1620,9.4104,16.939,16.939,-0.42952,-0.4779,0.23655,0.063772,29000
2000,9.4104,18.821,18.821,-0.43233,-0.47389,0.21146,0.055336,31000
2420,9.4104,20.703,20.703,-0.43314,-0.46854,0.2049,0.05326,33000
2880,9.4104,22.585,22.585,-0.43382,-0.47102,0.1945,0.047899,35000
3380,9.4104,24.467,24.467,-0.43805,-0.47214,0.17762,0.044502,37000
3920,9.4104,26.349,26.349,-0.43176,-0.47204,0.18101,0.041924,39000
4500,9.4104,28.231,28.231,-0.43812,-0.47218,0.17357,0.038894,41000
5120,9.4104,30.113,30.113,-0.43259,-0.47255,0.16888,0.03624,20950
5120,9.4104,30.113,30.113,-0.46369,-0.48685,0.15059,0.034625,1400
6480,9.4104,33.877,33.877,-0.44315,-0.47354,0.14937,0.032831,47000
2048,17.235,17.235,17.235,0.19268,1.2161,0.44194,0.09179,5000
2048,17.235,17.235,17.235,0.19268,0.19603,1.2161,0.44194,0,0.09179,5000,0.4
2012,2,15,11,6,38.053
2012,2,15,11,8,4.126
2012,2,15,11,9,14.747
2012,2,15,11,15,4.9442
2012,2,15,11,15,34.181
2012,2,15,11,15,40.871
2012,2,15,11,20,13.451
2012,2,15,11,20,35.446
2012,2,15,11,35,45.573
2012,2,15,11,36,12.593
2012,2,15,11,43,20.246
2012,2,15,11,43,29.801
2012,2,15,11,43,53.168
2012,2,15,11,45,47.262
2048,16,16,16,0.61568,0.27461,1.8475,0.57746,0,0.093976,10000,0.5
2048,15.5,15.5,15.5,0.93774,0.27583,2.3021,0.59845,0,0.10215,10000,0.55
2048,15.057,15.057,15.057,1.4565,0.32227,2.8954,0.72629,0,0.11347,10000,0.6
2048,14.66,14.66,14.66,2.0226,0.34598,3.6578,0.78383,0,0.13432,10000,0.65
2048,14.302,14.302,14.302,2.8818,0.41647,4.636,0.88158,0,0.15448,10000,0.7
2012,2,15,14,51,40.932
25600,188.21,15.057,15.057,1.4082,0.29551,2.9219,0.43014,0,0.063988,2775,0.6
25600,188.21,15.057,15.057,0.59249,0.29752,2.9203,0.40554,0,0.059544,3275,0.6
25600,188.21,15.057,15.057,1.4032,0.33235,2.9163,0.41268,0,0.040648,10000,0.6
25600,188.21,15.057,15.057,1.4032,2.939,2.9163,0.41268,0.33235,0.040648,10000,0.6
25600,188.21,15.057,15.057,1.4032,2.939,2.9163,0.41268,0.33235,0.040648,10000,0.6
25600,188.21,15.057,15.057,1.4032,2.939,2.9163,0.41268,0.33235,0.040648,10000,0.6
25600,188.21,15.057,15.057,2.1602,2.939,2.9163,0.42757,0.33235,0.040648,10000,0.6
25600,188.21,15.057,15.057,0.30541,3.2121,3.1107,3.5653,0.32387,0.26404,75,0.6
25600,188.21,15.057,15.057,0.30541,3.2121,3.1107,3.5653,0.32387,0.26404,75,0.6
25600,188.21,15.057,15.057,44.056,3.2121,3.1107,8.703,0.32387,0.26404,75,0.6
25600,188.21,15.057,15.057,3.7412,3.2121,3.1709,1.0492,0.32387,0.28776,75,0.6
25600,188.21,15.057,15.057,3.7412,3.2121,3.1107,1.0492,0.32387,0.26404,75,0.6
25600,188.21,15.057,15.057,2.9839,2.8833,2.9246,0.80454,0.29964,0.081536,1575,0.6
25600,188.21,15.057,15.057,2.9415,2.9215,2.9174,0.74418,0.31726,0.05054,5175,0.6
25600,188.21,15.057,15.057,2.9246,2.939,2.9163,0.72062,0.33235,0.040648,10000,0.6
25600,188.21,15.057,15.057,2.9246,2.939,2.9163,0.72062,0.33235,0.040648,10000,0.6
25600,188.21,15.057,15.057,2.926,2.939,2.9163,0.52312,0.33235,0.040648,10000,0.6
25600,188.21,15.057,15.057,2.9161,2.9531,2.9163,0.46874,0.36117,0.040648,10000,0.6
25600,188.21,15.057,15.057,2.9235,2.8802,2.9209,0.51654,0.28221,0.073991,800,0.6
25600,188.21,15.057,15.057,2.9202,2.8895,2.9209,0.51589,0.28283,0.073991,825,0.6
25600,188.21,15.057,15.057,3.0911,2.8911,2.9208,0.98934,0.27869,0.072867,850,0.6
25600,188.21,15.057,15.057,2.9698,2.9107,2.9147,0.87287,0.31804,0.061862,1350,0.6
25600,188.21,15.057,15.057,2.9698,2.9028,2.9142,0.87287,0.32056,0.061419,1375,0.6
25600,188.21,15.057,15.057,2.9613,2.8868,2.9093,0.87826,0.3148,0.059643,1550,0.6
25600,188.21,15.057,15.057,2.9069,2.8627,2.9732,0.83946,0.41353,0.26393,325,0.6
25600,188.21,15.057,15.057,2.8894,2.8627,2.9732,0.84263,0.41353,0.26393,325,0.6
25600,188.21,15.057,15.057,2.6708,0.034185,0.72037,1.1612,1.9723,1.0903,125,0.6
25600,188.21,15.057,15.057,2.9393,3.1324,3.0141,1.4494,0.29335,0.11035,175,0.6
25600,188.21,15.057,15.057,4.2848,3.0577,2.9969,3.9177,0.34408,0.11312,200,0.6
25600,188.21,15.057,15.057,2.9364,2.9314,2.9002,1.8376,0.34239,0.040731,10000,0.6
25600,188.21,15.057,15.057,2.8867,0.11528,2.8943,1.6809,0.57975,0.029455,10400,0.6
25600,188.21,15.057,15.057,2.8728,2.9387,2.9208,2.4103,0.34248,0.071457,900,0.6
25600,188.21,15.057,15.057,2.841,2.9608,2.9203,2.2965,0.34008,0.068808,1000,0.6
25600,188.21,15.057,15.057,2.841,2.9608,2.9203,2.2965,0.34008,0.068808,1000,0.6
25600,188.21,15.057,15.057,2.841,2.9608,2.9203,2.2965,0.34008,0.068808,1000,0.6
25600,188.21,15.057,15.057,2.841,2.9498,2.9771,2.2965,0.33957,0.10826,1000,0.6
25600,188.21,15.057,15.057,2.841,2.9498,2.9771,2.2965,0.33957,0.10826,1000,0.6
25600,188.21,15.057,15.057,2.841,2.9498,2.9203,2.2965,0.33957,0.068808,1000,0.6
25600,188.21,15.057,15.057,2.841,2.9498,2.9203,2.2965,0.33957,0.068808,1000,0.6
25600,188.21,15.057,15.057,2.841,2.9498,2.9203,2.2965,0.33957,0.068808,1000,0.6
25600,188.21,15.057,15.057,2.841,2.9498,2.9203,2.2965,0.33957,0.068808,1000,0.6
25600,188.21,15.057,15.057,2.8577,2.521,2.538,2.6357,1.5355,1.4086,213,0.6
25600,188.21,15.057,15.057,2.8531,2.523,2.5398,2.6304,1.5322,1.4056,214,0.6
25600,188.21,15.057,15.057,2.855,2.5349,2.5591,2.5837,1.4916,1.3702,226,0.6
25600,188.21,15.057,15.057,2.855,2.5355,2.5591,2.5837,1.4884,1.3702,227,0.6
25600,188.21,15.057,15.057,2.9413,2.7255,2.7416,2.245,1.0498,0.93724,500,0.6
25600,189.26,15.141,15.141,2.8762,2.717,2.7814,1.8467,0.30144,0.067029,1000,0.59
25600,188.21,15.057,15.057,2.9413,2.7255,2.7416,2.245,1.0498,0.93724,500,0.6
25600,188.21,15.057,15.057,2.9413,2.7255,2.7416,2.245,1.0498,0.93724,500,0.6
25600,188.21,15.057,15.057,2.9413,2.7255,2.7416,2.245,1.0498,0.93724,500,0.6
25600,188.21,15.057,15.057,2.9413,2.7255,2.7416,2.245,1.0498,0.93724,500,0.6
25600,188.21,15.057,15.057,2.9745,2.9532,2.9163,1.948,0.358,0.040648,10000,0.6
25600,188.21,15.057,15.057,2.9344,2.9532,2.9163,1.8845,0.358,0.040648,10000,0.6
25600,188.21,15.057,15.057,2.9344,-0.012552,2.9163,1.8845,0.18355,0.040648,10000,0.6
25600,188.21,15.057,15.057,2.9344,-0.012552,2.9163,1.8845,0.18355,0.040648,10000,0.6
25600,188.21,15.057,15.057,2.9344,-0.012552,2.9163,1.8845,0.18355,0.040648,10000,0.6
25600,188.21,15.057,15.057,2.9344,-0.012552,2.9163,1.8845,0.18355,0.040648,10000,0.6
25600,188.21,15.057,15.057,2.9344,-0.012552,2.9163,1.8845,0.18355,0.040648,10000,0.6
25600,189.26,15.141,15.141,2.4936,0.014495,2.8065,1.3746,0.20748,0.082427,450,0.59
25600,189.26,15.141,15.141,2.8515,0.0073951,2.804,1.6819,0.20899,0.080994,500,0.59
25600,189.26,15.141,15.141,2.8314,0.0028071,2.8023,1.7048,0.19921,0.076682,575,0.59
25600,189.26,15.141,15.141,2.7845,8.5641,2.7983,1.6367,0.32234,0.072906,625,0.59
25600,189.26,15.141,15.141,2.7322,8.5691,2.7983,1.6234,0.31685,0.072906,650,0.59
25600,189.26,15.141,15.141,2.8762,2.7237,2.7814,1.8467,0.30757,0.067029,1000,0.59
25600,189.26,15.141,15.141,2.8762,2.7237,2.7814,1.8467,0.30757,0.067029,1000,0.59
25600,189.26,15.141,15.141,2.9066,2.8396,2.7908,1.4883,0.36069,0.16984,825,0.59
25600,189.26,15.141,15.141,2.5534,2.8014,2.7842,1.3384,0.35937,0.16617,950,0.59
25600,189.26,15.141,15.141,2.5255,2.8015,2.7782,1.3839,0.35648,0.16686,1000,0.59
25600,189.26,15.141,15.141,2.2156,2.0275,2.0389,1.6198,0.34096,0.098929,1000,0.59
25600,189.26,15.141,15.141,2.2156,2.0275,2.0389,1.6198,0.34096,0.098929,1000,0.59
25600,189.26,15.141,15.141,2.7928,2.809,2.8656,1.7349,0.38561,0.10389,1000,0.59
25600,189.26,15.141,15.141,2.0498,1.9653,1.952,1.6089,0.46038,0.11011,3725,0.59
25600,189.26,15.141,15.141,2.1157,1.9837,1.9525,1.6859,0.4843,0.10948,3775,0.59
25600,189.26,15.141,15.141,2.1371,2.0106,1.9514,1.6797,0.5034,0.10765,3925,0.59
25600,189.26,15.141,15.141,2.1367,2.0106,1.9514,1.6743,0.5034,0.10765,3925,0.59
25600,189.26,15.141,15.141,2.1322,2.016,1.9506,1.6699,0.50629,0.10773,3950,0.59
25600,189.26,15.141,15.141,2.1322,2.016,1.9502,1.6699,0.50629,0.10754,3950,0.59
25600,189.26,15.141,15.141,2.1226,2.0191,1.9503,1.6689,0.50622,0.10721,3975,0.59
25600,189.26,15.141,15.141,2.05,2.0532,1.9777,1.6805,0.49428,0.057286,55125,0.59
25600,189.26,15.141,15.141,2.0499,2.053,1.9777,1.6801,0.4941,0.057277,55175,0.59
25600,189.26,15.141,15.141,2.0499,2.053,1.9777,1.6801,0.4941,0.057277,55175,0.59
25600,189.26,15.141,15.141,2.0499,2.053,1.9777,1.6801,0.4941,0.057277,55175,0.59
